,property_id,location_id,page_url,type_id,_type,price,price_1,location,city_id,city,province_id,province,latitude,longitude,baths, area(kanal),purpose_id,_purpose,bedrooms,date_added,description,agency_id,_agency,agent_id,_agent,amenities
13,311754,164,https://www.zameen.com/Property/islamabad_f_6_excellent_house_for_sale-311754-164-1.html,39,House,60000000,PKR6 Crore,F-6,31,Islamabad,31,Islamabad Capital,33.730907,73.074431,5,1 Kanal,29,For Sale,5,11/23/2021,"An ideal house is available for sale. It is situated in Sector F-6, Islamabad. Its measuring area is 500 square yards and it is ideal for residential purpose. It has 6 bedrooms with attached bathrooms, beautiful lawn, servant quarter and also all those things which are important for living. House has outclass location and reasonable price. It is also good for multinational companies. Contact us for further details.",1813,MAC Estate & Builders,2602,"Muhammad Ali, Muhammad Sufiyan, Muhammad Ali",PKR6 Crore|
14,311755,164,https://www.zameen.com/Property/islamabad_f_6_ideal_house_for_sale-311755-164-1.html,39,House,60000000,PKR6 Crore,F-6,31,Islamabad,31,Islamabad Capital,33.730907,73.074431,5,1.1 Kanal,29,For Sale,5,11/23/2021,"An ideal house is available for sale. It is situated in Sector F-6, Islamabad. Its measuring area is 533 square yards and it is ideal for residential purpose. It has 6 bedrooms with attached bathrooms, beautiful lawn, servant quarter and also all those things which are important for living. House has outclass location and reasonable price. It is also good for multinational companies. Contact us for further details.",1813,MAC Estate & Builders,2602,"Muhammad Ali, Muhammad Sufiyan, Muhammad Ali",PKR6 Crore|
15,311756,164,https://www.zameen.com/Property/islamabad_f_6_beautiful_house_for_sale-311756-164-1.html,39,House,80000000,PKR8 Crore,F-6,31,Islamabad,31,Islamabad Capital,33.730907,73.074431,5,2 Kanal,29,For Sale,5,11/23/2021,"An ideal house is available for sale. It is situated in Sector F-6, Islamabad. Its measuring area is 1000 square yards and it is ideal for residential purpose. It has 6 bedrooms with attached bathrooms, beautiful lawn, servant quarter and also all those things which are important for living. House has outclass location and reasonable price. It is also good for multinational companies. Contact us for further details.",1813,MAC Estate & Builders,2602,"Muhammad Ali, Muhammad Sufiyan, Muhammad Ali",PKR8 Crore|
16,311758,164,https://www.zameen.com/Property/islamabad_f_6_six_beds_house_for_sale-311758-164-1.html,39,House,82500000,PKR8.25 Crore,F-6,31,Islamabad,31,Islamabad Capital,33.730907,73.074431,5,2 Kanal,29,For Sale,5,11/23/2021,"An ideal house is available for sale. It is situated in Sector F-6, Islamabad. Its measuring area is 1000 square yards and it is ideal for residential purpose. It has 6 bedrooms with attached bathrooms, beautiful lawn, servant quarter and also all those things which are important for living. House has outclass location and reasonable price. It is also good for multinational companies. Contact us for further details.",1813,MAC Estate & Builders,2602,"Muhammad Ali, Muhammad Sufiyan, Muhammad Ali",PKR8.25 Crore|
17,311759,165,https://www.zameen.com/Property/islamabad_f_7_fantastic_house_for_sale-311759-165-1.html,39,House,45000000,PKR4.5 Crore,F-7,31,Islamabad,31,Islamabad Capital,33.720413,73.056493,5,1 Kanal,29,For Sale,5,11/23/2021,"An ideal house is available for sale. It is situated in Sector F-7, Islamabad. Its measuring area is 500 square yards and it is ideal for residential purpose. It has 6 bedrooms with attached bathrooms, beautiful lawn, servant quarter and also all those things which are important for living. House has outclass location and reasonable price. It is also good for multinational companies. Contact us for further details.",1813,MAC Estate & Builders,2602,"Muhammad Ali, Muhammad Sufiyan, Muhammad Ali",PKR4.5 Crore|
18,311760,165,https://www.zameen.com/Property/islamabad_f_7_excellent_house_for_sale-311760-165-1.html,39,House,45000000,PKR4.5 Crore,F-7,31,Islamabad,31,Islamabad Capital,33.720413,73.056493,5,1 Kanal,29,For Sale,5,11/23/2021,"An ideal house is available for sale. It is situated in Sector F-7, Islamabad. Its measuring area is 500 square yards and it is ideal for residential purpose. It has 6 bedrooms with attached bathrooms, beautiful lawn, servant quarter and also all those things which are important for living. House has outclass location and reasonable price. It is also good for multinational companies. Contact us for further details.",1813,MAC Estate & Builders,2602,"Muhammad Ali, Muhammad Sufiyan, Muhammad Ali",PKR4.5 Crore|
19,311761,165,https://www.zameen.com/Property/islamabad_f_7_excellent_house_for_sale-311761-165-1.html,39,House,57500000,PKR5.75 Crore,F-7,31,Islamabad,31,Islamabad Capital,33.720413,73.056493,5,1 Kanal,29,For Sale,5,11/23/2021,"An ideal house is available for sale. It is situated in Sector F-7, Islamabad. Its measuring area is 500 square yards and it is ideal for residential purpose. It has 6 bedrooms with attached bathrooms, beautiful lawn, servant quarter and also all those things which are important for living. House has outclass location and reasonable price. It is also good for multinational companies. Contact us for further details.",1813,MAC Estate & Builders,2602,"Muhammad Ali, Muhammad Sufiyan, Muhammad Ali",PKR5.75 Crore|
20,311762,165,https://www.zameen.com/Property/islamabad_f_7_excellent_5_beds_house_for_sale-311762-165-1.html,39,House,69000000,PKR6.9 Crore,F-7,31,Islamabad,31,Islamabad Capital,33.720413,73.056493,5,1 Kanal,29,For Sale,5,11/23/2021,"An ideal house is available for sale. It is situated in Sector F-7, Islamabad. Its measuring area is 500 square yards and it is ideal for residential purpose. It has 6 bedrooms with attached bathrooms, beautiful lawn, servant quarter and also all those things which are important for living. House has outclass location and reasonable price. It is also good for multinational companies. Contact us for further details.",1813,MAC Estate & Builders,2602,"Muhammad Ali, Muhammad Sufiyan, Muhammad Ali",PKR6.9 Crore|
21,311763,165,https://www.zameen.com/Property/islamabad_f_7_ten_beds_ideal_house_for_sale-311763-165-1.html,39,House,110000000,PKR11 Crore,F-7,31,Islamabad,31,Islamabad Capital,33.720413,73.056493,10,2 Kanal,29,For Sale,10,11/23/2021,"An ideal house is available for sale. It is situated in Sector F-7, Islamabad. Its measuring area is 1000 square yards and it is ideal for residential purpose. It has 10 bedrooms with attached bathrooms, beautiful lawn, servant quarter and also all those things which are important for living. House has outclass location and reasonable price. It is also good for multinational companies. Contact us for further details.",1813,MAC Estate & Builders,2602,"Muhammad Ali, Muhammad Sufiyan, Muhammad Ali",PKR11 Crore|
22,311764,165,https://www.zameen.com/Property/islamabad_f_7_excellent_house_for_sale-311764-165-1.html,39,House,110000000,PKR11 Crore,F-7,31,Islamabad,31,Islamabad Capital,33.720413,73.056493,10,2 Kanal,29,For Sale,10,11/23/2021,"An ideal house is available for sale. It is situated in Sector F-7, Islamabad. Its measuring area is 1000 square yards and it is ideal for residential purpose. It has 10 bedrooms with attached bathrooms, beautiful lawn, servant quarter and also all those things which are important for living. House has outclass location and reasonable price. It is also good for multinational companies. Contact us for further details.",1813,MAC Estate & Builders,2602,"Muhammad Ali, Muhammad Sufiyan, Muhammad Ali",PKR11 Crore|
23,311765,165,https://www.zameen.com/Property/islamabad_f_7_ideally_located_house_for_sale-311765-165-1.html,39,House,80000000,PKR8 Crore,F-7,31,Islamabad,31,Islamabad Capital,33.720413,73.056493,10,2 Kanal,29,For Sale,10,11/23/2021,"An ideal house is available for sale. It is situated in Sector F-7, Islamabad. Its measuring area is 1000 square yards and it is ideal for residential purpose. It has 10 bedrooms with attached bathrooms, beautiful lawn, servant quarter and also all those things which are important for living. House has outclass location and reasonable price. It is also good for multinational companies. Contact us for further details.",1813,MAC Estate & Builders,2602,"Muhammad Ali, Muhammad Sufiyan, Muhammad Ali",PKR8 Crore|
24,311771,166,https://www.zameen.com/Property/islamabad_f_8_excellent_house_for_sale-311771-166-1.html,39,House,59000000,PKR5.9 Crore,F-8,31,Islamabad,31,Islamabad Capital,33.713131,73.038383,6,1.3 Kanal,29,For Sale,6,11/23/2021,"An ideal house is available for sale. It is situated in Sector F-8, Islamabad. Its measuring area is 666 square yards and it is ideal for residential purpose. It has 6 bedrooms with attached bathrooms, beautiful lawn, servant quarter and also all those things which are important for living. House has outclass location and reasonable price. It is also good for multinational companies. Contact us for further details.",1813,MAC Estate & Builders,2602,"Muhammad Ali, Muhammad Sufiyan, Muhammad Ali",PKR5.9 Crore|
28,4985797,3301,https://www.zameen.com/Property/f_6_f_6_3_top_most_new_house_in_f63_of_2400_square_yard-4985797-3301-1.html,39,House,1500000000,PKR1.5 Arab,F-6,31,Islamabad,31,Islamabad Capital,33.735118,73.077486,10,4.8 Kanal,29,For Sale,9,11/22/2021,"New house is available for sale. It is situated in F-6/3. top most location, Beautiful MARGALLA  Hill ViewSize: 96 Marla. It is consist of 9 bedrooms including 3 Master Bedroom. Big Living /Dinning 3 Lounge Powder room 2 store 3 servant Quarter Big party hall, Swimming Pool,CINEMA,GYM, Lift etc. ALL imported fitting and fixture, big garden with Fountain and Lush Green, Species parking. SEEING IS BELIEVING. It is top most class House of the CAPITAL Islamabad.  Contact us for more DetailsWe have much more options in F-6, F-7, F-8, G-6 & E-7  New /old Houses/Plots.",1745,Asif Estate,138,Asif,PKR1.5 Arab|
34,10386184,165,https://www.zameen.com/Property/islamabad_f_7_brand_new_top_most_modern_architect_design_house_for_sale-10386184-165-1.html,39,House,600000000,PKR60 Crore,F-7,31,Islamabad,31,Islamabad Capital,33.720413,73.056493,10,2 Kanal,29,For Sale,7,11/22/2021,"F-7  1000 Sq Yard Top Class Brand New Modern Architect DESIGN Triple Storey House For Sale. Having 7 Bedroom Living/Dinning  2 Lounge 3 Kitchen2 Store2 Laundry Room 3 Powder Room2 Servant Room Etc. Swimming Pool . Party Hall. Spacious Lush Green Lawn . Beautiful Margalla Hill  View . Demand 60 Crore PKRSWIMMING POOL with Total Controlled Temperature  Warmer & Colder to maintain temperature. Taste Fully Design well Planed Layout Near Shopping Centre , Mosque & Park . HEATING or COOLING System , NICE Wooden Work , Beautiful Lighting System. Ceiling Work and Nice TILE Flooring, Solid Construction, Architect Design. For Visit/More Detail Contact US. We have many more options in F-6,F-7,F-8,E-7 & G-6 And Can Advise You Further Investment. Please Feel Free To Call Us If You Need Further Details About It. We Request That Only Serious Individuals Contact Us To Make An Immediate Deal, And Please Do Not Forget To Mention Zameen. com When Calling.",1745,Asif Estate,138,Asif,PKR60 Crore|
51,15446765,11832,https://www.zameen.com/Property/gulberg_greens_karakoram_greens_flat_of_1562_square_feet_in_gulberg_is_available-15446765-11832-1.html,41,Flat,17200000,PKR1.72 Crore,Gulberg,31,Islamabad,31,Islamabad Capital,33.609649,73.181521,2,6.9 Marla,29,For Sale,2,11/22/2021,"The project is located within Gulberg Greens Housing Society off Islamabad Highway. Karakoram Greens Islamabad is a luxurious project being planned to deliver spacious, independent and free of congestion residential living space for families wishing to live and work in the Capital or the Rawalpindi metropolitan area. The project is at a naturally elevated area overlooking the Korang River tributaries encapsulated into a natural lakefront along with a view of the Islamabad and Rawalpindi cityscape. A dedicated residential living project, is going to span over approximately 25acres, with 25 constructed and 75 open green areas. It will consist of independent blocks of 2-, 3-, and 4- bedroom units. The project will provide significant Capital Gain and Rental Income yield due to the absence of similar nature of projects-at the same time families who desire to settle in a peaceful, quiet and secure neighborhood will be able to enjoy complete privacy- a pinnacle in the layout design. MissionTo develop unique housing projects commensurate to present day requirements, with every project a portrayal of an outstanding standard of workmanship, reliability, high quality of construction, and timely completion. Most of all, it aims to become a community housing project that is managed and governed with the highest standards of professionalism. We have an ethical and trustworthy approach to business and consider the impact of our actions on all parties ensuring peace of mind. We value being enlightened by looking to the future and thinking of how it should be and how we can contribute to bringing it to reality. We are finally distinctive by being cultured with a unique and premium approach to property development. These values ensure that we always behave with respect and consideration in everything we do. An Exclusive Residential Project in Gulberg Greens, IslamabadA dedicated residential space within a gated enclave at the Gulberg Greens Islamabad- a prime location with a security infrastructure in place by the Intelligence Bureau. A rare blend offering true living experience within an enclosed self-sufficient enclave. Wide balconies. Spacious bedrooms with attached bathrooms. Imported tile flooring. Imported tiles and fittings in bathrooms. Double-glazed outer windows. Modern kitchens. Modern panel doors cupboard. Box store room. Cable TV connection in the lounge and bedrooms. Two basements for car parking. Exhaust fans in bathrooms and kitchen. Superior outer finish. Central security system. High-quality spacious imported elevators. Standby generators for interruption free services for lifts, water supply, lighting of common areas and an emergency light in each apartment. The designing of apartments will ensure that they are well-lit and well-ventilated. Daily garbage collection. Firefighting system on each floor. Guest parking. Contact Us For More Details.",1794,Al Kareem Enterprises,2561,Abdul Kareem,PKR1.72 Crore|
66,17703442,10358,https://www.zameen.com/Property/gt_road_el_cielo_three_bedrooms_apartment_is_available_for_sale-17703442-10358-1.html,41,Flat,9500000,PKR95 Lakh,GT Road,31,Islamabad,31,Islamabad Capital,33.523954,73.149059,3,6.3 Marla,29,For Sale,3,11/22/2021,"A Beautifully Designed And Constructed 944 Sq. Ft Flat In Gt Road, Islamabad Is Available For Sale. el Cielo Is A Thoughtfully Designed Apartment Building Situated In Down Town Giga Dha Phase Ii Islamabad. Enjoying A Premium Location, El Cielo Offers All Imaginable Contemporary Facilities And Amenities To Residents And Investors Alike. 2 And 3 Bedroom Apartments Are On Offer Through An Easy Installment Plan In El Cielo. Whether You Opt For Premium, Premium Plus Or Executive Apartments, The Experience Is Simply Brilliant. The Building Has A Dining Hall, Dedicated Parking Area And An Infinity Pool To Ensure That Residents Remain Fully Facilitated And Have Ample Opportunities For Recreation. Other Facilities Include A Laundry Room And A High-speed Elevator. The Area Is Surrounded By Schools, Restaurants, Hospitals And Shopping Malls While Reliable Public Transport Services Are Located Nearby. Utilities Such As Electricity, Gas, Water Supply And An Efficient Sewerage System Are Firmly In Place. The Building Has 24 7 Cctv Surveillance And On-duty Security Personnel And Is Managed By Competent Maintenance Staff. All This Ensures That Residents And Investors Have Nothing To Worry About. Book Now To Enjoy A Hassle-free Lifestyle.",1566,Star Land Properties,2304,Abdul Sattar,PKR95 Lakh|
70,17943952,424,https://www.zameen.com/Property/islamabad_pwd_housing_scheme_flat_for_sale_in_pwd_housing_society_ddblock-17943952-424-1.html,41,Flat,4000000,PKR40 Lakh,PWD Housing Scheme,31,Islamabad,31,Islamabad Capital,33.57079315,73.14525604,2,2.6 Marla,29,For Sale,2,11/22/2021,"Corner Flat For Sale In Pwd Housing Society Dd Block  Totally residential project 2 Bedrooms and 2 washroomsTV Lounge, kitchenSeparate water tankSeparate electricity meterNear to Masjid, market and highway Good location Reasonable price Good condition just brand new",1586,Best Home Real Estate & Builders,220,Muhammad Naveed,PKR40 Lakh|
71,17996993,9615,https://www.zameen.com/Property/dha_defence_phase_2_defence_executive_apartments_corner_three_bedrooms_apartment_for_sale_dha_phase_2_islamabad-17996993-9615-1.html,41,Flat,13000000,PKR1.3 Crore,DHA Defence,31,Islamabad,31,Islamabad Capital,33.523656,73.150159,3,9.1 Marla,29,For Sale,3,11/22/2021,"Flat Is Available For Sale In Defence Executive Apartments, Dha Defence Phase 2, Islamabad. if You Want To Live In An Environment Which Is Absolutely Secured And Peaceful Then It Is The Right Time And The Right Place To Grab This Property. Grab This Auspicious Opportunity To Execute Your Dreams Into Reality. please Feel Free To Call Us If You Need Further Details About It. We Request That Only Serious Individuals Contact Us To Make An Immediate Deal, And Please Do Not Forget To Mention Zameen. com When Calling.",1566,Star Land Properties,2304,Abdul Sattar,PKR1.3 Crore|
97,19292164,8260,https://www.zameen.com/Property/islamabad_faisal_town_f_18_faisal_town_f18_faisal_square_islamabad_one_bed_flat_for_sale-19292164-8260-1.html,41,Flat,3800000,PKR38 Lakh,Faisal Town - F-18,31,Islamabad,31,Islamabad Capital,33.616692,72.858996,0,2 Marla,29,For Sale,0,11/23/2021,"Faisal Town F-18 Faisal Square Islamabad One B ed Flat For Sale Main location. Near to Fateh Jang Road. Ideal for Investment. Brand new. Nicely built. Nice Location Reasonable Price. Please Feel Free To Call Me If You Need Further Details About It. I Request That Only Serious Individuals Contact To Make An Immediate Deal, And Please Do Not Forget To Mention Zameen. com When Calling.",1005,Property Zone,2442,Rafay Ahmed Siddiqui,PKR38 Lakh|
118,19757867,339,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_stunning_brand_new_1_kanal_luxurious_house_for_sale-19757867-339-1.html,39,House,79000000,PKR7.9 Crore,DHA Defence,31,Islamabad,31,Islamabad Capital,33.527944,73.161392,7,1 Kanal,29,For Sale,6,11/22/2021,"Newly Constructed At A Very Peaceful Locationsolid Construction And Beautiful Finishingexcellent Woodwork, Quality Fittings And Stylish Kitchensnear To Grand Mosque, Park And Commercialabout The Property  6 High Quality Bedrooms 7 Washrooms 2 Drawing Dinning 2 Wide Comfortable Tv Lounges 2 Kitchens 2 Servant Quarter Parking Space For 2 Carsmain Attributes  Double Unit Living Ideal Locality Excellent Accesswe Want Only Serious Buyers To Contact Us. Do Not Forget To Mention Zameen. com While Calling.",1723,VIP Properties,2477,Raja Nadeem,PKR7.9 Crore|
134,19917674,9615,https://www.zameen.com/Property/dha_defence_phase_2_defence_executive_apartments_one_bed_flat_is_available_for_sale_in_defence_executive_apartments-19917674-9615-1.html,41,Flat,6000000,PKR60 Lakh,DHA Defence,31,Islamabad,31,Islamabad Capital,33.523656,73.150159,1,4.3 Marla,29,For Sale,1,11/22/2021,"One Bedroom Flat Is Available For Sale- Having Bed Room, Bath Room, Kitchen, D D, TV Lounge. - Bed Room With Attached Bath. - Beautiful Location. - Reasonable Price. - Security. - Please Feel Free To Call Us If You Need Further Details About It. We Request That Only Serious Individuals Contact Us To Make An Immediate Deal, And Please Do Not Forget To Mention Zameen. com When Calling.",1566,Star Land Properties,2304,Abdul Sattar,PKR60 Lakh|
135,19917689,9615,https://www.zameen.com/Property/dha_defence_phase_2_defence_executive_apartments_3_bed_flat_is_available_for_sale_in_defence_executive_apartments-19917689-9615-1.html,41,Flat,12000000,PKR1.2 Crore,DHA Defence,31,Islamabad,31,Islamabad Capital,33.523656,73.150159,3,8.7 Marla,29,For Sale,3,11/22/2021,"Flat Is Available For Sale- Having Bed Rooms, Bath Rooms, Kitchen, D/D, TV Lounge. - Bed Rooms With Attached Bath. - Beautiful Location. - Reasonable Price. - Security. - Please Feel Free To Call Us If You Need Further Details About It. We Request That Only Serious Individuals Contact Us To Make An Immediate Deal, And Please Do Not Forget To Mention Zameen. com When Calling.",1566,Star Land Properties,2304,Abdul Sattar,PKR1.2 Crore|
154,20191063,3316,https://www.zameen.com/Property/f_8_f_8_3_new__modern_house__for_rent_f_8-20191063-3316-4.html,39,House,270000,PKR2.7 Lakh,F-8,31,Islamabad,31,Islamabad Capital,33.716665,73.042209,4,18.2 Marla,30,For Rent,3,11/23/2021,Dollars:1400This price is negotiable Drawing room Dinning rooms Living Rooms kitchen store 3 bedrooms 3 Bathrooms servants A lush grassy lawn A huge parking,1738,Idea  Real Estate,2207,Zafar Iqbal,PKR2.7 Lakh|
159,20536767,12831,https://www.zameen.com/Property/islamabad_the_organic_farms_islamabad_20_kanals_farm_house_for_sale-20536767-12831-1.html,40,Farm House,56000000,PKR5.6 Crore,The Organic Farms Islamabad,31,Islamabad,31,Islamabad Capital,33.332261,72.783081,0,20 Kanal,29,For Sale,0,11/22/2021,Near to New International airport Islamabad Ring Road Islamabad . parallel to capital smart city and 18 Comparison wise Best option. M. 2 Motorway Islamabad Lush Green Family Drive. ideal for investors. Excellent for overseas client especially Approach wise. signal free corridor.,1752,Royal Estate,2511,Raja Amir Shahzad,PKR5.6 Crore|
